group,Team,Year,name,value,,,,,,,,,,,
O,VAN,14_15,Ballard,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ballard"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Booth,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Booth"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Tommernes,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Tommernes"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Corrado,0.332,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Corrado"",""value"":0.332,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Markstrom,0.277,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Markstrom"",""value"":0.277,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Clendening,0.269,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Clendening"",""value"":0.269,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Jensen,0.097,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Jensen"",""value"":0.097,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Biega,0.09,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Biega"",""value"":0.09,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Sanguinetti,0.065,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Sanguinetti"",""value"":0.065,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Eriksson,0.015,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Eriksson"",""value"":0.015,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Defazio,0.01,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Defazio"",""value"":0.01,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Conacher,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Conacher"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Virtanen,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Virtanen"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,McCann,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McCann"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Shinkaruk,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Shinkaruk"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Gaunce,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gaunce"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Fox,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Fox"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Pedan,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pedan"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Zalewski,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Zalewski"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Cassels,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cassels"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Grenier,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Grenier"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Blomstrand,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Blomstrand"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Cederholm,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cederholm"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Blain,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Blain"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Friesen,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Friesen"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,McEneny,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McEneny"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Acton,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Acton"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Andersson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Andersson"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Archibald,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Archibald"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,Cannata,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cannata"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
O,VAN,14_15,O'Reilly,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""O'Reilly"",""value"":0,""group"":""O"",""team"":""VAN"",""year"":""14_15""},"
F,TOR,14_15,Kessel,8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kessel"",""value"":8,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Lupul,5.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lupul"",""value"":5.25,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Van Riemsdyk,4.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Van Riemsdyk"",""value"":4.25,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Bozak,4.2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bozak"",""value"":4.2,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Komarov,2.95,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Komarov"",""value"":2.95,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Kadri,2.9,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kadri"",""value"":2.9,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Horton,1.282,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Horton"",""value"":1.282,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Booth,1.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Booth"",""value"":1.1,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Holland,0.775,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Holland"",""value"":0.775,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Panik,0.731,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Panik"",""value"":0.731,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Smith,0.455,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Smith"",""value"":0.455,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Kozun,0.367,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kozun"",""value"":0.367,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Lindstrom,0.154,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lindstrom"",""value"":0.154,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Sill,0.136,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Sill"",""value"":0.136,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Bailey,0.131,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bailey"",""value"":0.131,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
F,TOR,14_15,Orr,0.015,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Orr"",""value"":0.015,""group"":""F"",""team"":""TOR"",""year"":""14_15""},"
D,TOR,14_15,Phaneuf,7,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Phaneuf"",""value"":7,""group"":""D"",""team"":""TOR"",""year"":""14_15""},"
D,TOR,14_15,Gardiner,4.05,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gardiner"",""value"":4.05,""group"":""D"",""team"":""TOR"",""year"":""14_15""},"
D,TOR,14_15,Robidas,3,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Robidas"",""value"":3,""group"":""D"",""team"":""TOR"",""year"":""14_15""},"
D,TOR,14_15,Polak,2.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Polak"",""value"":2.75,""group"":""D"",""team"":""TOR"",""year"":""14_15""},"
D,TOR,14_15,Rielly,1.744,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Rielly"",""value"":1.744,""group"":""D"",""team"":""TOR"",""year"":""14_15""},"
D,TOR,14_15,Brewer,0.632,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Brewer"",""value"":0.632,""group"":""D"",""team"":""TOR"",""year"":""14_15""},"
D,TOR,14_15,MacWilliam,0.164,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""MacWilliam"",""value"":0.164,""group"":""D"",""team"":""TOR"",""year"":""14_15""},"
D,TOR,14_15,Erixon,0.135,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Erixon"",""value"":0.135,""group"":""D"",""team"":""TOR"",""year"":""14_15""},"
G,TOR,14_15,Bernier,2.9,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bernier"",""value"":2.9,""group"":""G"",""team"":""TOR"",""year"":""14_15""},"
G,TOR,14_15,Reimer,2.3,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Reimer"",""value"":2.3,""group"":""G"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Clarkson,3.98,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Clarkson"",""value"":3.98,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Franson,2.306,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Franson"",""value"":2.306,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Santorelli,1.048,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Santorelli"",""value"":1.048,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Winnik,0.978,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Winnik"",""value"":0.978,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Gleason,0.833,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gleason"",""value"":0.833,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Holzer,0.419,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Holzer"",""value"":0.419,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Ashton,0.219,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ashton"",""value"":0.219,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Jokinen,0.202,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Jokinen"",""value"":0.202,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Gunnarsson,0.2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gunnarsson"",""value"":0.2,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Winnik,0.161,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Winnik"",""value"":0.161,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Kontiola,0.041,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kontiola"",""value"":0.041,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Grabovski,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Grabovski"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Komisarek,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Komisarek"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Kontiola,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kontiola"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Frattin,0.206,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Frattin"",""value"":0.206,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Percy,0.174,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Percy"",""value"":0.174,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Granberg,0.126,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Granberg"",""value"":0.126,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Carrick,0.119,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Carrick"",""value"":0.119,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Leivo,0.104,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Leivo"",""value"":0.104,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Brennan,0.089,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Brennan"",""value"":0.089,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Bodie,0.052,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bodie"",""value"":0.052,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,McKegg,0.037,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McKegg"",""value"":0.037,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Gibson,0.008,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gibson"",""value"":0.008,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Bibeau,0.004,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bibeau"",""value"":0.004,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,McLaren,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McLaren"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Nylander,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Nylander"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Biggs,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Biggs"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Loov,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Loov"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Nilsson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Nilsson"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Valiev,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Valiev"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Verhaeghe,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Verhaeghe"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Knodel,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Knodel"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Ross,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ross"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Brown,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Brown"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Gauthier,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gauthier"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Leipsic,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Leipsic"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Finn,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Finn"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Sparks,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Sparks"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Rupert,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Rupert"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Donaghey,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Donaghey"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Devane,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Devane"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
O,TOR,14_15,Marshall,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Marshall"",""value"":0,""group"":""O"",""team"":""TOR"",""year"":""14_15""},"
F,TBL,14_15,Stamkos,7.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Stamkos"",""value"":7.5,""group"":""F"",""team"":""TBL"",""year"":""14_15""},"
